run,log_id,first_seen_hours,bug_id,status,match_status,match_confidence,validation_ref,top_frame,reason,log_path,final_testcase_summary
r5,id_000028_20260122_05h48m42s,14.365556,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000028_20260122_05h48m42s/griffin.log,create index if not exists onek_unique1 on onek using btree(unique1 int4_ops);-- -- test gist indexes. -- -- there are other tests to test different gist opclasses. this is for -- testing gist code itself. vacuuming in particular. create table testxmldomain(te
r5,id_000029_20260122_05h59m51s,14.551389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,"final testcase/stack does not match 19466.md, 19469.md, or 19470.md.",/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000029_20260122_05h59m51s/griffin.log,drop database if exists db_test;child 220918 stoped signal number=14 child 219693 stoped signal number=2 child 219693 stoped signal number=6
r5,id_000030_20260122_07h24m27s,15.961389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000030_20260122_07h24m27s/griffin.log,"create table testxmldomain(testboolxmldomain varchar(9)); select count(*) from testxmldomain; vacuum testxmldomain; -- test rescan paths (cf. bug #15378) -- use box and && rather than point, so that rescan happens when the -- traverse stack is non-empty create"
r5,id_000031_20260122_09h47m32s,18.346111,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000031_20260122_09h47m32s/griffin.log,"-- -- tests for polymorphic sql functions and aggregates based on them. -- tests for other features related to function-calling have snuck in, too. -- create function polyf(x anyelement) returns anyelement as $$ select x + 1 $$ language sql; -- fail for lack o"
r5,id_000032_20260122_09h56m38s,18.497778,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000032_20260122_09h56m38s/griffin.log,"select 1 as two union select 2.2 order by 1; select 1 as one union select 1.0::float8 order by 1; -- get reference results for order by distance from seq scan set enable_seqscan = on; select x from (values (row(1, 2)), (row(1, 3))) _(x) except select x from (v"
r5,id_000033_20260122_10h41m34s,19.246667,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000033_20260122_10h41m34s/griffin.log,"/* * this test is intended to pass on all platforms supported by postgres. * we can therefore only assume that the default, c, and posix collations * are available --- and since the regression tests are often run in a * c-locale database, these may well all ha"
r5,id_000034_20260122_11h19m29s,19.878611,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000034_20260122_11h19m29s/griffin.log,"select sum(four) as sum_1500 from onek;-- -- partition_join -- test partitionwise join between partitioned tables -- -- enable partitionwise join, which by default is disabled. set enable_partitionwise_join to true; select max(four) as max_3 from onek; -- -- p"
r5,id_000035_20260122_11h54m47s,20.466944,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000035_20260122_11h54m47s/griffin.log,"-- tests for multirange data types. -- -- test input parser -- -- negative tests; select '{[a,c),}'::textmultirange; select '{,[a,c)}'::textmultirange;create table testxmldomain (testboolxmldomain int, ""testdatexmldomain"" int, testtable smallint); select '{[,z"
r5,id_000036_20260122_12h20m15s,20.891389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000036_20260122_12h20m15s/griffin.log,"-- create a table to use as a basis for views and materialized views in various combinations create table testxmldomain (testdatexmldomain int not null primary key, testboolxmldomain text not null, testtable numeric not null); create temp table fullname (first"
r5,id_000037_20260122_12h36m10s,21.156667,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000037_20260122_12h36m10s/griffin.log,-- -- create_index -- create ancillary data structures (i.e. indices) -- -- directory paths are passed to us in environment variables \getenv abs_srcdir pg_abs_srcdir -- -- btree -- create index onek_unique1 on onek using btree(unique1 int4_ops); create index 
r5,id_000038_20260122_12h46m51s,21.334722,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000038_20260122_12h46m51s/griffin.log,"create table testxmldomain as select 'first' as testboolxmldomain from generate_series(1, 100000) n; insert into testxmldomain (select 'second' as testboolxmldomain from generate_series(0, 100000));create table ttable1 of nothing; create type testdatexmldomain"
r5,id_000039_20260122_13h43m10s,22.273333,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000039_20260122_13h43m10s/griffin.log,"create table testxmldomain as select v as testboolxmldomain from generate_series(1,100000) as g(v);child 305589 stoped signal number=14 create table testdatexmldomain as select v as testtable from generate_series(1,100000) as g(v); insert into testxmldomain se"
r5,id_000040_20260122_14h27m31s,23.0125,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000040_20260122_14h27m31s/griffin.log,"create domain testxmldomain as integer not null;/* * 1.test create index * * deliberately avoid dropping objects in this section, to get some pg_dump * coverage. */ -- regular index with included columns create table testboolxmldomain (testdatexmldomain int, t"
r5,id_000041_20260122_14h34m03s,23.121389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000041_20260122_14h34m03s/griffin.log,"select 1 as zero where 1 not in (select 1); insert into default_tbl values (1, 'bruce'); set parallel_tuple_cost=0; in that case, * put the referencing view at the very end and leave a note where it * should have been put. */ /* * 5.1 * information_schema sche"
r5,id_000042_20260122_15h02m31s,23.595833,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000042_20260122_15h02m31s/griffin.log,"set local datestyle = 'sql';-- -- hash_index -- -- directory paths are passed to us in environment variables \getenv abs_srcdir pg_abs_srcdir create table hash_i4_heap ( seqno int4, random int4 ); -- set should be reverted after rollback begin; create table te"
r5,id_000043_20260122_15h04m00s,23.620556,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000043_20260122_15h04m00s/griffin.log,"create table testxmldomain ( testboolxmldomain int4, testdatexmldomain name ); copy testxmldomain from :'filename';create table testxmldomain ( testboolxmldomain float ) ; analyze testxmldomain; create index hash_i4_index on hash_i4_heap using hash (random int"
r5,id_000044_20260122_15h17m20s,23.842778,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000044_20260122_15h17m20s/griffin.log,child 325730 stoped signal number=6
r5,id_000045_20260122_15h29m41s,24.048611,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000045_20260122_15h29m41s/griffin.log,"-- -- test gist indexes. -- -- there are other tests to test different gist opclasses. this is for -- testing gist code itself. vacuuming in particular. create table testxmldomain(testboolxmldomain int4, testdatexmldomain point); -- verify the fillfactor and b"
r5,id_000046_20260122_15h38m44s,24.199444,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000046_20260122_15h38m44s/griffin.log,-- read-only tests create table testxmldomain (testboolxmldomain int);-- -- test gin indexes. -- -- there are other tests to test different gin opclasses. this is for testing -- gin itself. -- create and populate a test table with a gin index. create table tes
r5,id_000047_20260122_17h10m47s,25.733611,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000047_20260122_17h10m47s/griffin.log,"select relname, relkind, relpersistence from pg_class where relname ~ '^unlogged\d' order by relname; drop table unlogged2; create table testdatexmldomain as execute select1; create table if not exists testdatexmldomain as execute select1; drop table testdatex"
r5,id_000048_20260122_17h21m22s,25.91,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000048_20260122_17h21m22s/griffin.log,"select u&'a\\b' as ""a\b""; create index if not exists on onek using btree(unique1 int4_ops); select u&'wrong: \+0061'; create index tenk1_thous_tenthous on tenk1 (thousand, tenthous); create index tenk2_hundred on tenk2 using btree(hundred int4_ops); create ind"
r5,id_000049_20260122_17h48m36s,26.363889,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,"final testcase/stack does not match 19466.md, 19469.md, or 19470.md.",/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000049_20260122_17h48m36s/griffin.log,"-- -- create access method tests -- -- make gist2 over gisthandler. in fact, it would be a synonym to gist. create access method gist2 type index handler gisthandler; create access method bogus type index handler heap_tableam_handler; create role regress_nosuc"
r5,id_000050_20260122_17h59m54s,26.552222,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000050_20260122_17h59m54s/griffin.log,-- -- constraints -- constraints can be specified with: -- - default clause -- - check clauses -- - primary key clauses -- - unique clauses -- - exclude clauses -- -- directory paths are passed to us in environment variables \getenv abs_srcdir pg_abs_srcdir --
r5,id_000051_20260122_18h14m33s,26.796389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000051_20260122_18h14m33s/griffin.log,"select ts_lexize('ispell', 'bookings');create table testxmldomain (testboolxmldomain int, ""testdatexmldomain"" int, testtable smallint); create table reloptions_test2(i int) with (autovacuum_analyze_scale_factor = 110.0); insert into combocidtest select 1 limit"
r5,id_000052_20260122_18h41m33s,27.246389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000052_20260122_18h41m33s/griffin.log,"create table testxmldomain (v bytea, vkey ""char"", bar name, tbl_pkey bigint, title smallint, testtable integer, testboolxmldomain text, t0 oid, events tid, tst1_c1_key1 real, tbl double precision, c0 macaddr, c4 inet, sometable cidr, foo character, c1 date, na"
r5,id_000053_20260122_18h48m26s,27.361111,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000053_20260122_18h48m26s/griffin.log,"-- create a table to use as a basis for views and materialized views in various combinations create table testxmldomain (testdatexmldomain int not null primary key, testboolxmldomain text not null, testtable numeric not null); select u&'d\0061t\+000061' as u&"""
r5,id_000054_20260122_19h01m54s,27.585556,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000054_20260122_19h01m54s/griffin.log,-- garbage values are not yet rejected (perhaps they should be) select ''::xid; select 1 from pg_switch_wal();create table testxmldomain (testboolxmldomain date);child 360213 stoped signal number=6
r5,id_000055_20260122_19h03m02s,27.604444,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000055_20260122_19h03m02s/griffin.log,"create sequence seq1; select 1 from pg_switch_wal(); create or replace function myfun(seq_num bigint) returns bigint as $$ select seq_num * 3; do $$ declare archived bool; begin loop archived := count(*) > 0 from pg_ls_dir('.', false, false) a where a ~ '^[0-9"
r5,id_000056_20260122_19h03m30s,27.612222,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000056_20260122_19h03m30s/griffin.log,"select 1 from pg_switch_wal(); do $$ declare archived bool; if archived or loops > 120 * 10 then exit;create table testxmldomain (testboolxmldomain int primary key, testdatexmldomain varchar(50));child 360588 stoped signal number=6"
r5,id_000057_20260122_19h03m43s,27.615833,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000057_20260122_19h03m43s/griffin.log,"create table testxmldomain ( testboolxmldomain int, testdatexmldomain xml ); select xmlcomment('test'); select xmlcomment('te st'); select xmlconcat(xmlcomment('hello'), xmlelement(name qux, 'foo'), xmlcomment('world')); select xmlconcat(null); select xmleleme"
r5,id_000058_20260122_19h04m21s,27.626389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000058_20260122_19h04m21s/griffin.log,"-- unicode escapes set standard_conforming_strings to on; select u&'d!0061t\+000061' uescape '!' as u&""d*0061t\+000061"" uescape '*'; select u&'wrong: \+0061'; select u&'wrong: +0061' uescape +; select u&'wrong: +0061' uescape '+'; select u&'wrong: \db99xy'; se"
r5,id_000059_20260122_19h16m21s,27.826389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000059_20260122_19h16m21s/griffin.log,"create index tenk1_unique1 on tenk1 using btree(unique1 int4_ops); create index tenk1_thous_tenthous on tenk1 (thousand, tenthous); create index tenk2_hundred on tenk2 using btree(hundred int4_ops); create index iix on ihighway using btree (name text_ops); cre"
r5,id_000060_20260122_19h21m46s,27.916667,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000060_20260122_19h21m46s/griffin.log,"select xmlcomment('test-'); select xmlelement(name duplicate, xmlattributes(1 as a, 2 as b, 3 as a)); select xmlelement(name foo, array[1, 2, 3]); create table testxmldomain(testboolxmldomain int, testdatexmldomain timestamp, testtable numeric); select xmlelem"
r5,id_000061_20260122_19h26m52s,28.001667,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000061_20260122_19h26m52s/griffin.log,-- -- test for various alter statements -- -- clean-up in case a prior regression run failed set client_min_messages to 'warning';drop index if exists t1_a_idx; -- @security-context=unconfined_u:unconfined_r:sepgsql_regtest_superuser_t:s0 -- -- create objects 
r5,id_000062_20260122_19h32m14s,28.091111,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000062_20260122_19h32m14s/griffin.log,-- -- aggregates -- -- directory paths are passed to us in environment variables \getenv abs_srcdir pg_abs_srcdir -- avoid bit-exact output here because operations may not be bit-exact. set extra_float_digits = 0; select max(student.gpa) as max_3_7 from studen
r5,id_000063_20260122_19h38m51s,28.201389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000063_20260122_19h38m51s/griffin.log,"-- population variance is defined for a single tuple, sample variance -- is not select var_pop(1.0::float8), var_samp(2.0::float8); select var_pop(1.0::numeric), var_samp(2.0::numeric); select sum(null::int8) from generate_series(1,3); select avg(null::numeric"
r5,id_000064_20260122_19h52m03s,28.421389,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000064_20260122_19h52m03s/griffin.log,"select u&'wrong: \+0061'; -- some unsupported features create table testxmldomain (testtable int, testdatexmldomain int, testboolxmldomain text) partition by range (testtable); select u&'wrong: +0061' uescape +; create index concurrently on testxmldomain (test"
r5,id_000065_20260122_20h57m32s,29.512778,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000065_20260122_20h57m32s/griffin.log,"-- -- strings -- test various data entry syntaxes. -- -- sql string continuation syntax -- e021-03 character string literals select 'first line' ' - next line' ' - third line' as ""three lines to one""; select u&'d\0061t\+000061' as u&""d\0061t\+000061""; select u"
r5,id_000066_20260122_21h23m47s,29.950278,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,"final testcase/stack does not match 19466.md, 19469.md, or 19470.md.",/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000066_20260122_21h23m47s/griffin.log,"-- -- test for alter some_object {rename to, owner to, set schema} -- -- directory paths and dlsuffix are passed to us in environment variables \getenv libdir pg_libdir \getenv dlsuffix pg_dlsuffix \set regresslib :libdir '/regress' :dlsuffix create function t"
r5,id_000067_20260122_22h07m04s,30.671667,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000067_20260122_22h07m04s/griffin.log,"-- illegal string continuation syntax select 'first line' ' - next line' /* this comment is not allowed here */ ' - third line' as ""illegal comment within continuation""; select u&'wrong: \+0061';create table testxmldomain as select testboolxmldomain from gener"
r5,id_000068_20260122_23h21m46s,31.916667,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000068_20260122_23h21m46s/griffin.log,"create table testxmldomain as select i as testdatexmldomain, states[mod(i,6) + 1] as testtable, 'testboolxmldomain' || chr(mod(i, 26) + 1) as testboolxmldomain from generate_series(1,100000) as i, (select '{null,ma,hi,il,ks,ny,nj}'::varchar[] as states) as s ;"
r5,id_000069_20260123_01h51m36s,34.413889,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000069_20260123_01h51m36s/griffin.log,"create table testxmldomain as select a.a testdatexmldomain, b.b testtable, rpad ('x', 1000, 'x') as testboolxmldomain from generate_series (1,30) as a, generate_series (1, 5000) as b;child 436919 stoped signal number=6"
r5,id_000070_20260123_02h02m41s,34.598611,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000070_20260123_02h02m41s/griffin.log,"create table testxmldomain (testdatexmldomain int, testboolxmldomain text) with (fillfactor=10); select '(),a)'::textrange; select '(a,))'::textrange; insert into testxmldomain (testboolxmldomain) select 'test testboolxmldomain' from generate_series(1, 100000)"
r5,id_000071_20260123_03h17m45s,35.849722,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000071_20260123_03h17m45s/griffin.log,"-- test bitmap and and or -- generate enough data that we can test the lossy bitmaps. -- there's 55 tuples per page in the table. 53 is just -- below 55, so that an index scan with qual testtable = constant -- will return at least one hit per page. 59 is just "
r5,id_000072_20260123_05h19m29s,37.878611,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000072_20260123_05h19m29s/griffin.log,"select plus_one(10); -- non-hashable type explain (costs off) select x from (values (array[100::money]), (array[200::money])) _(x) union select x from (values (array[100::money]), (array[300::money])) _(x); -- normal check outside of xact select bt_index_check"
r5,id_000073_20260123_05h30m59s,38.070278,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000073_20260123_05h30m59s/griffin.log,"reset enable_hashjoin; -- test shorthand input values -- we can't just ""select"" the results since they aren't constants;create table testxmldomain (testdatexmldomain int, testboolxmldomain text) with (fillfactor=10); insert into testxmldomain (testboolxmldomai"
r5,id_000074_20260123_06h28m00s,39.020556,,Excluded,excluded_unmatched_report_whitelist,excluded,,pthread_kill,WAL/XLog/commit abort; not in 19466/19469/19470 report whitelist.,/root/dfuzz-griffin/griffin_output/griffin_postgres1/logSaved/id_000074_20260123_06h28m00s/griffin.log,"select xmlcomment('te st');create table testxmldomain as select testboolxmldomain from generate_series(1,100000) as g(testboolxmldomain);child 510258 stoped signal number=14 child 510258 stoped signal number=6"
